estado;cidade;populacao;pib;pib_percapita
CEARA;Fortim;15095;64510.1875;4273.60986328
PARANA;Bocaiúva do Sul;9989;84238.7265625;8433.15039062
RIO GRANDE DO SUL;Linha Nova;1516;19915.02148438;13136.55957031
MARANHAO;Bernardo do Mearim;6249;32000.21289062;5120.85009766
CEARA;Pereiro;15828;53638.68359375;3388.85009766
PERNAMBUCO;Lagoa dos Gatos;15567;54602.00390625;3507.55004883
SAO PAULO;Tarabai;6464;48350.54296875;7479.97021484
PIAUI;Monte Alegre do Piauí;10663;52707.390625;4943.02001953
GOIAS;Aruanã;7056;73282.2890625;10385.80957031
GOIAS;Adelândia;2608;20963.40039062;8038.10986328
ESPIRITO SANTO;Castelo;33212;319573.6875;9622.24023438
ALAGOAS;Maribondo;14144;55018.47265625;3889.87988281
SAO PAULO;Mesópolis;1767;37263.28515625;21088.44921875
SANTA CATARINA;Iraceminha;4328;60498.34765625;13978.36035156
PARANA;Londrina;510707;8884459.0;17396.390625
SERGIPE;Divina Pastora;4448;86425.0546875;19430.08984375
MINAS GERAIS;Moema;7041;45288.83984375;6432.16015625
PARANA;Palmeira;32401;403533.84375;12454.36035156
TOCANTINS;São Miguel do Tocantins;10737;42927.14453125;3998.06005859
MATO GROSSO DO SUL;Bonito;17856;214122.734375;11991.63964844
SANTA CATARINA;Anitápolis;3267;37223.03125;11393.63964844
AMAZONAS;Nhamundá;18474;86443.9765625;4679.22021484
BAHIA;Ibiquera;5300;17804.328125;3359.31005859
GOIAS;Professor Jamil;3381;23558.65429688;6967.95019531
PARANA;Foz do Jordão;5881;46041.5859375;7828.87011719
PARANA;Mangueirinha;17526;469339.28125;26779.59960938
RIO GRANDE DO SUL;Vista Gaúcha;2804;37875.15625;13507.54980469
PARAIBA;Tavares;14487;54769.8984375;3780.62011719
MARANHAO;São Francisco do Maranhão;14801;38685.26953125;2613.68994141
PIAUI;São João do Arraial;7440;19997.05664062;2687.7800293
RIO GRANDE DO SUL;Santo Antônio da Patrulha;39500;496112.75;12559.8203125
SERGIPE;Pedra Mole;2878;17142.58007812;5956.41992188
ALAGOAS;Inhapi;18166;49013.73046875;2698.10009766
MINAS GERAIS;Pedras de Maria da Cruz;11877;51514.1640625;4337.29980469
BAHIA;Licínio de Almeida;13205;51710.9609375;3916.01000977
SAO PAULO;Nazaré Paulista;15232;159750.53125;10487.8203125
SAO PAULO;Areias;3690;38425.24609375;10413.34960938
PARANA;Manoel Ribas;13113;145924.015625;11128.19042969
SAO PAULO;Taquaral;2974;39134.96484375;13159.03027344
RIO GRANDE DO SUL;Silveira Martins;2537;29473.42773438;11617.4296875
RIO GRANDE DO SUL;Dom Pedro de Alcântara;2851;28221.046875;9898.65039062
GOIAS;Alto Paraíso de Goiás;6982;47816.89453125;6848.60009766
MATO GROSSO;Porto Alegre do Norte;10109;90140.0703125;8916.80957031
PERNAMBUCO;Ferreiros;11456;56014.265625;4889.50976562
PARAIBA;Mamanguape;41677;271837.96875;6522.49023438
ALAGOAS;Delmiro Gouveia;48462;276627.6875;5708.14013672
RIO GRANDE DO SUL;Severiano de Almeida;3966;52835.09765625;13322.00976562
RIO DE JANEIRO;Cachoeiras de Macacu;57300;924421.0;16133.0
CEARA;Aracati;69616;492432.96875;7073.56005859
AMAZONAS;Iranduba;33884;188022.75;5549.00976562
SAO PAULO;Monte Castelo;4131;51065.82421875;12361.61035156
SAO PAULO;Bernardino de Campos;10776;125400.96875;11637.05957031
BAHIA;Cipó;15758;57489.546875;3648.2800293
RIO GRANDE DO SUL;Dilermando de Aguiar;3215;47502.75;14775.34960938
PERNAMBUCO;Santa Filomena;14694;45260.94140625;3080.22998047
PARANA;Florestópolis;11795;84277.2109375;7145.16015625
ALAGOAS;Porto de Pedras;10649;37205.45703125;3493.80004883
ALAGOAS;Santa Luzia do Norte;7572;53447.09765625;7058.52001953
SANTA CATARINA;Catanduvas;9119;236723.953125;25959.41992188
PARA;Mocajuba;24695;78208.3984375;3166.9699707
MINAS GERAIS;Pocrane;8790;54929.03515625;6249.04003906
MATO GROSSO DO SUL;Aral Moreira;9679;208040.625;21494.01953125
ESPIRITO SANTO;Boa Esperança;13119;153654.21875;11712.33984375
BAHIA;Una;24650;108985.7265625;4421.33007812
MINAS GERAIS;Ponto Chique;4282;24598.26367188;5744.56982422
MINAS GERAIS;Dona Eusébia;5808;36815.05859375;6338.68017578
RIO GRANDE DO SUL;Mato Leitão;3827;95309.7109375;24904.55078125
PARAIBA;Cuité;20834;82823.6875;3975.40991211
BAHIA;Ibitiara;16665;48967.69140625;2938.36010742
GOIAS;Minaçu;31417;609433.5625;19398.2109375
MINAS GERAIS;Conceição das Pedras;2821;25393.54296875;9001.61035156
GOIAS;Três Ranchos;2967;23099.80078125;7785.56982422
PARA;Ulianópolis;36020;172814.859375;4797.75
GOIAS;Cocalzinho de Goiás;15296;112800.390625;7374.5
MARANHAO;Nova Colinas;5094;22907.2890625;4496.91992188
PERNAMBUCO;Santa Terezinha;10184;36137.47265625;3548.45996094
GOIAS;Guarinos;2379;14339.46679688;6027.52001953
MINAS GERAIS;Paraopeba;23410;236121.328125;10086.33984375
SAO PAULO;Aramina;5308;72294.453125;13619.91015625
PARAIBA;Ibiara;6304;23521.92578125;3731.27001953
SANTA CATARINA;Salto Veloso;4367;144797.453125;33157.19140625
RIO GRANDE DO SUL;Santo Cristo;14585;265706.9375;18217.8203125
MINAS GERAIS;Vargem Alegre;6829;33510.38671875;4907.06982422
PARAIBA;Juru;10548;39501.80078125;3744.95996094
PARANA;Campo do Tenente;6715;64570.7421875;9615.90039062
PARANA;Ipiranga;14655;149379.453125;10193.0703125
PIAUI;Coivaras;3955;13028.07714844;3294.08007812
BAHIA;Firmino Alves;5864;20694.26171875;3529.04003906
CEARA;Apuiarés;14414;44171.85546875;3064.51000977
PARANA;Coronel Vivida;21830;276979.6875;12688.03027344
BAHIA;Sobradinho;22026;385661.53125;17509.38085938
SANTA CATARINA;São Pedro de Alcântara;5183;39151.81640625;7553.89013672
SAO PAULO;Coroados;5250;74791.921875;14246.08007812
SAO PAULO;Miguelópolis;21095;271257.3125;12858.83984375
PERNAMBUCO;Aliança;35235;158148.59375;4488.39013672
MINAS GERAIS;Cachoeira Dourada;2595;40279.03515625;15521.79003906
PERNAMBUCO;Palmeirina;8481;33307.78515625;3927.34008789
SAO PAULO;Manduri;9123;81982.7109375;8986.37988281
BAHIA;Gentio do Ouro;11988;34065.65234375;2841.64990234
RIO GRANDE DO SUL;André da Rocha;1276;42260.59375;33119.58984375
GOIAS;Santa Isabel;3575;37564.171875;10507.45996094
MARANHAO;Cajari;13170;48668.73828125;3695.41992188
PERNAMBUCO;Jucati;11086;51672.58984375;4661.06982422
TOCANTINS;São Félix do Tocantins;1468;8387.24511719;5713.37988281
GOIAS;Caturaí;4667;40064.34375;8584.59960938
PARA;Rio Maria;17437;171342.984375;9826.40039062
MINAS GERAIS;Queluzito;1896;17999.01757812;9493.15039062
PARANA;Paiçandu;36876;226279.140625;6136.22021484
PARANA;Braganey;6209;76597.8515625;12336.58007812
SAO PAULO;Franca;330938;4220313.0;12752.58007812
SAO PAULO;São José dos Campos;615871;22018042.0;35751.05859375
SANTA CATARINA;Água Doce;6959;240090.234375;34500.6796875
PARANA;Jandaia do Sul;20159;245062.046875;12156.45996094
MARANHAO;Poção de Pedras;15533;94814.2578125;6104.04980469
PIAUI;Beneditinos;9837;30910.51953125;3142.27001953
MARANHAO;Cândido Mendes;19684;56098.98828125;2849.97998047
CEARA;Coreaú;22215;69442.953125;3125.94995117
ACRE;Feijó;32261;239317.046875;7418.14990234
SAO PAULO;Altinópolis;15554;231399.84375;14877.19042969
SAO PAULO;Rincão;10846;84087.890625;7752.89013672
CEARA;Jaguaruana;32352;209209.65625;6466.66992188
SAO PAULO;Narandiba;4167;241628.390625;57986.171875
MATO GROSSO DO SUL;Bodoquena;8397;127829.984375;15223.29003906
RIO GRANDE DO NORTE;Riacho de Santana;4437;20293.27539062;4573.64990234
PARANA;Centenário do Sul;11474;77784.9765625;6779.24023438
RIO GRANDE DO SUL;Mato Castelhano;2747;55210.82421875;20098.58984375
PARANA;Cambira;7142;95171.7109375;13325.63964844
RIO GRANDE DO SUL;Novo Machado;4246;56553.53125;13319.25
CEARA;Irauçuba;23309;76568.03125;3284.90991211
BAHIA;Itanagra;6884;28108.08203125;4083.10009766
MINAS GERAIS;Entre Folhas;5065;25430.3046875;5020.79003906
RIO GRANDE DO SUL;Caibaté;5212;66182.6328125;12698.12988281
RIO GRANDE DO SUL;Rio Pardo;38989;469216.03125;12034.5703125
CEARA;Amontada;40198;153681.328125;3823.11010742
RIO GRANDE DO NORTE;Santo Antônio;22071;106386.3203125;4820.18994141
SERGIPE;Propriá;28520;225039.484375;7890.58984375
RIO GRANDE DO NORTE;Rodolfo Fernandes;4724;19215.06835938;4067.54003906
RIO GRANDE DO SUL;Dezesseis de Novembro;2923;29492.16796875;10089.69042969
PARANA;Boa Vista da Aparecida;7919;57688.05078125;7284.75976562
PARAIBA;Barra de São Miguel;5624;25686.3046875;4567.27001953
MINAS GERAIS;Córrego Novo;3138;25320.98632812;8069.14990234
RONDONIA;Theobroma;10325;128036.203125;12400.59960938
MINAS GERAIS;São Tomás de Aquino;7073;73356.8828125;10371.40039062
PARANA;Faxinal;16032;224224.78125;13986.08007812
TOCANTINS;Arraias;10913;139798.21875;12810.25
MATO GROSSO DO SUL;Ladário;18805;120052.109375;6384.04980469
ALAGOAS;Flexeiras;12290;45588.03125;3709.36010742
MINAS GERAIS;São Vicente de Minas;6525;66454.578125;10184.61035156
SANTA CATARINA;Paial;1830;20046.28125;10954.25
MATO GROSSO DO SUL;Água Clara;13879;331288.75;23869.7890625
SANTA CATARINA;Guatambú;4610;115245.6171875;24999.05078125
PERNAMBUCO;Agrestina;22591;107200.359375;4745.27001953
GOIAS;Corumbaíba;8624;310289.59375;35979.78125
RIO GRANDE DO NORTE;Sítio Novo;5471;22295.30859375;4075.17993164
MINAS GERAIS;São João da Lagoa;4971;26698.18359375;5370.79003906
MINAS GERAIS;Pintópolis;8183;33054.35546875;4039.38989258
MATO GROSSO;Dom Aquino;8498;224333.046875;26398.33984375
RIO DE JANEIRO;Angra dos Reis;168664;4526169.0;26835.41992188
MARANHAO;Alto Parnaíba;10640;97213.53125;9136.61035156
MINAS GERAIS;Olhos-d'Água;5338;34833.42578125;6525.56005859
PARAIBA;Pedro Régis;5822;23410.6640625;4021.07006836
PARANA;Entre Rios do Oeste;4113;64455.578125;15671.1796875
SANTA CATARINA;Dionísio Cerqueira;15399;256138.703125;16633.4609375
RIO GRANDE DO SUL;Campestre da Serra;3328;57898.2734375;17397.3203125
PIAUI;Caridade do Piauí;4778;14595.64648438;3054.76000977
GOIAS;Baliza;3679;23190.03515625;6303.35009766
SAO PAULO;Cesário Lange;14979;180082.515625;12022.33007812
AMAZONAS;Boa Vista do Ramos;13994;53763.04296875;3841.86010742
MINAS GERAIS;Santo Antônio do Rio Abaixo;1794;10686.73730469;5956.93017578
MINAS GERAIS;Crucilândia;4776;30083.95507812;6298.99023438
SAO PAULO;São Caetano do Sul;152093;8920202.0;58649.6484375
RIO GRANDE DO SUL;Capão da Canoa;40861;464272.90625;11362.25
MINAS GERAIS;Conquista;6922;112857.84375;16304.21972656
PARA;Salinópolis;39184;156126.578125;3984.44995117
MINAS GERAIS;Papagaios;15384;129022.25;8386.78027344
RIO GRANDE DO NORTE;Tenente Ananias;9655;39965.72265625;4139.37988281
SAO PAULO;Sales Oliveira;8021;156003.6875;19449.41015625
MINAS GERAIS;Itamarandiba;33581;178886.46875;5327.00976562
MATO GROSSO DO SUL;São Gabriel do Oeste;21650;596696.25;27561.02929688
MINAS GERAIS;Luminárias;5527;42973.390625;7775.16992188
PARANA;Juranda;7822;131806.546875;16850.75
SERGIPE;São Cristóvão;75104;433014.0;5765.52001953
MARANHAO;Pirapemas;15500;61941.3515625;3996.2199707
SAO PAULO;São Roque;67715;1172098.75;17309.2890625
RIO GRANDE DO SUL;Cerro Grande do Sul;9854;94414.78125;9581.37011719
RIO GRANDE DO NORTE;Santa Maria;4915;21702.828125;4415.62988281
BAHIA;São Gonçalo dos Campos;30724;231667.328125;7540.27001953
MARANHAO;São João dos Patos;24357;89164.140625;3660.7199707
RIO GRANDE DO SUL;Pelotas;345181;3847928.0;11147.5703125
MINAS GERAIS;Caeté;41043;233092.5625;5679.22998047
PIAUI;Miguel Alves;33410;95740.546875;2865.62988281
CEARA;Jucás;23738;80904.34375;3408.2199707
BAHIA;Casa Nova;66718;301914.84375;4525.24023438
MINAS GERAIS;Ressaquinha;4732;86299.8359375;18237.5
SANTA CATARINA;Arabutã;4048;51281.359375;12668.3203125
RIO GRANDE DO SUL;São José do Norte;26116;213364.296875;8169.87011719
PIAUI;Bela Vista do Piauí;3762;13182.60742188;3504.14990234
PARANA;Wenceslau Braz;19090;196929.125;10315.83007812
MATO GROSSO;Glória D'Oeste;3185;35419.9140625;11120.84960938
SAO PAULO;Pardinho;5337;121979.5078125;22855.43945312
PIAUI;Júlio Borges;5444;17273.45703125;3172.92993164
PARA;Salvaterra;18124;69514.453125;3835.48999023
RIO GRANDE DO SUL;Garibaldi;30518;899678.0;29480.24023438
TOCANTINS;Lizarda;3729;17398.15234375;4665.64013672
MINAS GERAIS;Senador Modestino Gonçalves;5105;24275.17382812;4755.18017578
PARAIBA;Cacimba de Dentro;17654;61040.89453125;3457.62011719
SAO PAULO;Presidente Prudente;207725;3621430.5;17433.76953125
CEARA;Caridade;19233;59368.80078125;3086.82006836
ALAGOAS;Roteiro;6864;38793.6640625;5651.75976562
BAHIA;Boa Vista do Tupim;18298;75152.75;4107.16015625
RIO GRANDE DO SUL;Sagrada Família;2668;27485.80078125;10302.01953125
MATO GROSSO;Guiratinga;14523;197953.296875;13630.33007812
MARANHAO;Altamira do Maranhão;7771;30728.74609375;3954.2800293
PARANA;Nova Esperança do Sudoeste;5337;47845.046875;8964.78027344
PERNAMBUCO;Taquaritinga do Norte;22657;104318.1484375;4604.22998047
ALAGOAS;Jundiá;4698;21836.53515625;4648.04980469
PERNAMBUCO;Petrolândia;32568;537801.375;16513.1796875
PERNAMBUCO;Abreu e Lima;96266;747228.4375;7762.12011719
MINAS GERAIS;Prados;8560;55671.82421875;6503.72021484
SAO PAULO;Glicério;4547;50640.265625;11137.0703125
PARANA;Catanduvas;9673;131341.5;13578.16015625
SANTA CATARINA;Maravilha;23099;401694.09375;17390.109375
RIO GRANDE DO SUL;Parobé;51634;512048.65625;9916.88964844
GOIAS;Nazário;7622;103091.7421875;13525.54980469
RIO GRANDE DO NORTE;Afonso Bezerra;10594;40613.48828125;3833.62988281
PARA;Barcarena;92567;3287297.25;35512.62890625
RIO GRANDE DO NORTE;São Bento do Trairí;3875;17591.51171875;4539.75
PARANA;Marechal Cândido Rondon;47048;890870.75;18935.359375
SANTA CATARINA;Treviso;3692;108180.3359375;29301.27929688
MATO GROSSO DO SUL;Japorã;7752;39353.12109375;5076.50976562
MATO GROSSO DO SUL;Aquidauana;46515;453318.5625;9745.63964844
AMAZONAS;Itacoatiara;89440;919967.375;10285.86035156
BAHIA;Jaguaripe;17435;60391.05859375;3463.7800293
MINAS GERAIS;Mata Verde;7802;33237.796875;4260.16015625
SAO PAULO;Cedral;8258;102839.6953125;12453.33984375
PARANA;Matelândia;16217;224432.015625;13839.30957031
MINAS GERAIS;São Gonçalo do Rio Abaixo;9738;575518.5625;59100.28125
SAO PAULO;Pracinha;3271;17830.34375;5451.04003906
PARA;Belterra;12671;68352.0703125;5394.37011719
MATO GROSSO;Alto Araguaia;14611;753334.4375;51559.3984375
RIO GRANDE DO SUL;Tramandaí;44040;393147.09375;8927.04980469
BAHIA;Sebastião Laranjeiras;11421;45913.02734375;4020.05004883
PARA;São Francisco do Pará;11743;52004.66796875;4428.56982422
SAO PAULO;Piquerobi;3781;37168.44140625;9830.3203125
BAHIA;Jaguarari;30484;263281.65625;8636.71972656
BAHIA;Lagoa Real;14510;41611.04296875;2867.75
CEARA;Guaraciaba do Norte;38406;177781.0;4628.99023438
MINAS GERAIS;Arceburgo;8253;258312.09375;31299.1796875
PIAUI;Porto Alegre do Piauí;2567;15302.33691406;5961.18017578
ALAGOAS;Tanque D'Arca;5766;18489.390625;3206.62011719
PARANA;Paranavaí;82716;924553.3125;11177.44042969
ESPIRITO SANTO;Ibiraçu;10724;177162.171875;16520.16015625
RIO GRANDE DO SUL;Barão de Cotegipe;6724;91043.1484375;13540.03027344
MATO GROSSO DO SUL;Sete Quedas;10955;83202.2109375;7594.91015625
PARA;Augusto Corrêa;39317;111036.953125;2824.14990234
RIO GRANDE DO SUL;Bom Progresso;2404;27404.21679688;11399.41992188
PARAIBA;Conde;20849;268318.09375;12869.58984375
RIO GRANDE DO NORTE;Paraú;3974;15755.61914062;3964.67993164
RIO GRANDE DO SUL;Maquiné;7652;82090.3515625;10727.95996094
RIO DE JANEIRO;Piraí;26114;1186557.875;45437.609375
PERNAMBUCO;Moreilândia;10584;42880.90234375;4051.47998047
SANTA CATARINA;Urubici;10825;126660.9453125;11700.78027344
GOIAS;Silvânia;19154;311428.53125;16259.19042969
PARANA;São Jorge D'Oeste;9195;93567.703125;10175.9296875
BAHIA;Madre de Deus;16783;246407.75;14681.99023438
SANTA CATARINA;Videira;46585;1441624.0;30946.09960938
BAHIA;São José do Jacuípe;11134;36806.5546875;3305.7800293
SAO PAULO;Queiroz;2875;192180.890625;66845.53125
SAO PAULO;Pongaí;3510;42167.82421875;12013.62011719
RIO GRANDE DO SUL;Marques de Souza;4122;46870.01953125;11370.70019531
PARA;Trairão;17134;69021.6796875;4028.35009766
PIAUI;Manoel Emídio;5543;28102.36328125;5069.87988281
SAO PAULO;Cachoeira Paulista;34666;347404.46875;10021.48046875
PIAUI;Várzea Branca;5338;14977.6171875;2805.85009766
BAHIA;Sento Sé;38735;147890.25;3818.0
BAHIA;Mansidão;12244;32635.74023438;2665.44995117
BAHIA;Teofilândia;21461;66410.25;3094.45996094
RIO GRANDE DO SUL;União da Serra;1649;31442.67773438;19067.72070312
AMAZONAS;Alvarães;13566;53516.7578125;3944.91992188
BAHIA;Varzedo;9451;39785.59765625;4209.66992188
PIAUI;Brejo do Piauí;4025;13479.57128906;3348.95996094
SAO PAULO;Ariranha;8876;757754.875;85371.2109375
PERNAMBUCO;Bonito;40832;182380.953125;4466.62011719
RIO GRANDE DO SUL;Marcelino Ramos;5329;59109.97265625;11092.12988281
PARAIBA;Coremas;15709;57766.76171875;3677.30004883
CEARA;Icapuí;19385;157030.65625;8100.62988281
MATO GROSSO;Novo Mundo;7216;100880.3984375;13980.09960938
RIO GRANDE DO SUL;Encruzilhada do Sul;25154;216951.15625;8624.91992188
SERGIPE;Carira;19708;139752.40625;7091.14990234
MINAS GERAIS;Pedro Teixeira;1680;11495.64648438;6842.64990234
MINAS GERAIS;Serrania;7584;74084.8203125;9768.5703125
SAO PAULO;Macatuba;16939;680519.0625;40174.69140625
AMAZONAS;Borba;32496;119983.046875;3692.23999023
SAO PAULO;Piratininga;11989;100781.7109375;8406.1796875
RIO GRANDE DO NORTE;Jucurutu;18069;93718.1328125;5186.68017578
MARANHAO;Olinda Nova do Maranhão;12684;35572.08203125;2804.47998047
MATO GROSSO DO SUL;Três Lagoas;89493;2014697.375;22512.34960938
PARA;Paragominas;97350;878875.1875;9027.99023438
PARANA;Quitandinha;16608;114976.984375;6922.99023438
MINAS GERAIS;Maravilhas;7224;72362.625;10016.96972656
GOIAS;Santa Terezinha de Goiás;11829;63866.6953125;5399.16015625
PERNAMBUCO;Vitória de Santo Antão;126399;1023204.5625;8095.04003906
TOCANTINS;Bom Jesus do Tocantins;2839;35816.33203125;12615.83007812
MINAS GERAIS;Faria Lemos;3734;30319.06054688;8119.72998047
RIO GRANDE DO SUL;Nova Bassano;9249;364664.65625;39427.46875
SAO PAULO;Jundiaí;349929;16585137.0;47395.71875
MARANHAO;Cedral;10152;30859.44335938;3039.73999023
MINAS GERAIS;Santo Antônio do Monte;25899;219847.546875;8488.65039062
MINAS GERAIS;Borda da Mata;15507;123114.4453125;7939.27978516
MATO GROSSO;Barra do Garças;55120;741355.375;13449.83984375
RIO DE JANEIRO;São Gonçalo;991382;9615568.0;9699.16015625
MINAS GERAIS;São José do Goiabal;5743;29155.28125;5076.66015625
CEARA;Santa Quitéria;45080;191563.78125;4249.41992188
PERNAMBUCO;Sirinhaém;38610;217645.296875;5637.02001953
RIO GRANDE DO SUL;Nova Prata;24252;685380.0625;28260.76953125
MINAS GERAIS;Itapeva;8073;97032.3515625;12019.37011719
PARA;Vigia;46205;164092.5625;3551.39990234
TOCANTINS;Ipueiras;1813;19665.49023438;10846.9296875
SAO PAULO;Apiaí;25700;263348.40625;10247.01953125
RIO GRANDE DO SUL;Passo do Sobrado;6300;79409.7109375;12604.71972656
SAO PAULO;Serrana;39574;702956.125;17763.08007812
PARANA;Miraselva;1946;17071.88085938;8772.80957031
MINAS GERAIS;Itaverava;5749;26352.10742188;4583.77001953
MINAS GERAIS;Santo Antônio do Itambé;4651;21903.0703125;4709.31982422
CEARA;Massapê;35388;117690.34375;3325.70996094
MINAS GERAIS;Dom Silvério;5475;35067.38671875;6405.0
PERNAMBUCO;Igarassu;100191;1057750.375;10557.33984375
PERNAMBUCO;Triunfo;15770;57674.40234375;3657.2199707
PIAUI;Betânia do Piauí;6442;20683.73046875;3210.76000977
ALAGOAS;Arapiraca;210521;1658976.875;7880.33984375
RONDONIA;Alvorada D'Oeste;17127;159415.359375;9307.83984375
MINAS GERAIS;Volta Grande;5402;52225.57421875;9667.8203125
PERNAMBUCO;Jurema;15552;60705.8203125;3903.40991211
PARA;Itupiranga;41541;188305.25;4533.0
PARA;Castanhal;161497;1216351.375;7531.72998047
RIO GRANDE DO SUL;Lagoa dos Três Cantos;1633;42162.55859375;25819.08007812
PERNAMBUCO;Xexéu;14887;57439.78125;3858.38989258
PARAIBA;Santa Cecília;7244;28544.89453125;3940.48999023
RIO DE JANEIRO;Teresópolis;162075;2388092.0;14734.49023438
SAO PAULO;Santa Rita do Passa Quatro;27557;355026.28125;12883.33984375
PARANA;Jardim Alegre;14976;94959.7421875;6340.79003906
MINAS GERAIS;São Francisco de Paula;6384;51690.03515625;8096.81005859
RIO DE JANEIRO;Quatis;13137;201804.015625;15361.5
MATO GROSSO;Indiavaí;2679;46319.65625;17289.91015625
BAHIA;Ipecaetá;15888;48456.55859375;3049.87988281
PARAIBA;Pitimbu;16832;88103.703125;5234.29980469
PARANA;Bituruna;16803;129179.7578125;7687.89990234
MARANHAO;Santa Luzia do Paruá;20190;160432.453125;7946.12988281
PERNAMBUCO;Quixaba;7116;26894.39648438;3779.42993164
MATO GROSSO;Nova Canaã do Norte;13237;194756.0625;14713.00976562
MINAS GERAIS;Bonfim;6902;43645.4921875;6323.60009766
SAO PAULO;Uchoa;9818;132471.234375;13492.69042969
SANTA CATARINA;Sul Brasil;3150;33459.80859375;10622.16015625
MINAS GERAIS;São João do Pacuí;4223;20219.13476562;4787.85986328
MARANHAO;Itapecuru Mirim;56810;213359.203125;3755.65991211
PARAIBA;Guarabira;56136;383901.125;6838.77001953
MINAS GERAIS;Cristais;11269;109473.796875;9714.59960938
SANTA CATARINA;Vargem;3187;36022.16015625;11302.83984375
AMAZONAS;Amaturá;8828;34505.6796875;3908.65991211
SANTA CATARINA;Braço do Trombudo;3419;84426.15625;24693.23046875
GOIAS;São João d'Aliança;8830;100667.5859375;11400.62988281
MINAS GERAIS;Laranjal;6568;43400.2734375;6607.83984375
SAO PAULO;Tanabi;24591;296017.5625;12037.63964844
RIO GRANDE DO SUL;Braga;3842;38229.2265625;9950.34960938
SERGIPE;Itabi;4827;29564.81640625;6124.87988281
BAHIA;Ubaíra;21428;86636.703125;4043.14990234
PIAUI;Rio Grande do Piauí;6650;21421.19921875;3221.22998047
BAHIA;Urandi;16289;77405.5546875;4752.00976562
RIO GRANDE DO NORTE;Serrinha dos Pintos;4504;19139.68164062;4249.49023438
CEARA;Graça;15949;48560.41015625;3044.72998047
RIO DE JANEIRO;Mangaratiba;32533;860850.125;26460.83007812
TOCANTINS;Mateiros;1802;92554.96875;51362.359375
PIAUI;Hugo Napoleão;3784;15036.78320312;3973.7800293
MINAS GERAIS;Piedade de Caratinga;6937;39503.0390625;5694.54003906
TOCANTINS;Cariri do Tocantins;3738;58913.2734375;15760.63964844
SAO PAULO;Mariápolis;3896;31623.21289062;8116.83984375
SANTA CATARINA;Anchieta;6683;86799.203125;12988.05957031
BAHIA;Mundo Novo;25245;96220.46875;3811.4699707
RONDONIA;Nova Mamoré;22337;226439.9375;10137.44042969
RIO DE JANEIRO;Guapimirim;49748;410782.46875;8257.26953125
CEARA;Jardim;26578;91902.015625;3457.82006836
PARANA;Santa Cecília do Pavão;3695;52511.83984375;14211.58984375
PERNAMBUCO;Ilha de Itamaracá;18658;94137.2109375;5045.41015625
PERNAMBUCO;Primavera;12364;68269.6796875;5521.64990234
AMAZONAS;Guajará;15031;63766.28515625;4242.31982422
PARAIBA;Boqueirão;16360;98568.1171875;6024.95019531
PARAIBA;Triunfo;9968;34377.05078125;3448.73999023
MINAS GERAIS;Paraguaçu;20429;208498.34375;10206.0
PARANA;Telêmaco Borba;69278;1230714.875;17764.86914062
SAO PAULO;Serra Negra;25912;314408.0625;12133.69042969
BAHIA;Caravelas;22115;205351.859375;9285.63964844
TOCANTINS;Lajeado;2204;20501.7421875;9302.05957031
RIO GRANDE DO SUL;Bozano;2361;36078.76171875;15281.13964844
BAHIA;Itapicuru;32563;118382.15625;3635.47998047
SAO PAULO;Mirassol;54920;773413.0625;14082.54003906
SAO PAULO;Ribeirão Corrente;4216;87870.625;20842.1796875
PARANA;General Carneiro;15275;151003.515625;9885.66015625
RIO GRANDE DO SUL;São Sepé;24353;342808.21875;14076.62988281
CEARA;Capistrano;17033;52476.46875;3080.87011719
ESPIRITO SANTO;Mimoso do Sul;27124;232497.359375;8571.65039062
MINAS GERAIS;Taiobeiras;31333;160162.15625;5111.60986328
MINAS GERAIS;Miravânia;4998;19420.89257812;3885.72998047
SANTA CATARINA;Correia Pinto;14842;343976.8125;23175.91015625
SANTA CATARINA;Cerro Negro;4045;29764.57421875;7358.35986328
RIO GRANDE DO SUL;Morro Reuter;5985;74450.25;12439.46972656
GOIAS;Alvorada do Norte;8666;55964.19921875;6457.89990234
MINAS GERAIS;Juatuba;20978;770444.5625;36726.30859375
ESPIRITO SANTO;Dores do Rio Preto;6293;49223.80078125;7821.99023438
RIO DE JANEIRO;Conceição de Macabu;20687;175653.15625;8490.99023438
RIO GRANDE DO SUL;Camaquã;62723;1060406.25;16906.1796875
AMAZONAS;Careiro da Várzea;24704;112120.0625;4538.54003906
MINAS GERAIS;Itinga;15252;58555.12109375;3839.17993164
AMAZONAS;Atalaia do Norte;14715;54603.19140625;3710.7199707
RIO GRANDE DO SUL;Santa Margarida do Sul;2235;68161.2578125;30497.2109375
PERNAMBUCO;Itaíba;27631;152252.21875;5510.20019531
RIO GRANDE DO SUL;Jaquirana;4429;39487.2890625;8915.62011719
SAO PAULO;Pitangueiras;35441;438054.46875;12360.09960938
SAO PAULO;Suzano;284356;5559876.5;19552.51953125
RIO DE JANEIRO;Bom Jardim;26549;360322.5;13571.98046875
BAHIA;Itarantim;18375;82294.8125;4478.62988281
PERNAMBUCO;Lajedo;34809;168724.875;4847.16015625
CEARA;Jijoca de Jericoacoara;16880;64023.44140625;3792.86010742
SAO PAULO;Cerquilho;38199;3092352.25;80953.75
PERNAMBUCO;São Joaquim do Monte;21872;87932.0546875;4020.30004883
SAO PAULO;Avanhandava;12112;119166.875;9838.74023438
